"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","year"
"19541",1955,"Kansas","KS","03","H0KS03178","","Jasmin ","Talbert","Talbert, Jasmin ","","LIB","*","","","","6,846","2.93%","2010"
"1957",1958,"Kansas","KS","04","H0KS04051","","Mike ","Pompeo","Pompeo, Mike ","","REP ","31,180","38.72%","","","119,575","58.79%","2010"
"19581",1959,"Kansas","KS","04","H0KS04085","","Jean Kurtis","Schodorf","Schodorf, Jean Kurtis","","REP ","19,099","23.72%","","","","","2010"
"1959",1960,"Kansas","KS","04","H0KS04093","","Wink ","Hartman","Hartman, Wink ","","REP ","18,365","22.80%","","","","","2010"
"19601",1961,"Kansas","KS","04","H0KS04069","","Jim ","Anderson","Anderson, Jim ","","REP ","10,294","12.78%","","","","","2010"
"1961",1962,"Kansas","KS","04","H0KS04119","","Paij ","Rutschman","Rutschman, Paij ","","REP ","1,596","1.98%","","","","","2010"
"19631",1964,"Kansas","KS","04","H0KS04077","","Raj ","Goyle","Goyle, Raj ","","DEM ","17,146","79.73%","","","74,143","36.45%","2010"
"19641",1965,"Kansas","KS","04","H0KS04101","","Robert ","Tillman","Tillman, Robert ","","DEM ","4,358","20.27%","","","","","2010"
"19661",1967,"Kansas","KS","04","H8KS04070","","Susan G. ","Ducey","Ducey, Susan G. ","","REF","*","","","","5,041","2.48%","2010"
"1967",1968,"Kansas","KS","04","H0KS04135","","Shawn","Smith","Smith, Shawn","","LIB","*","","","","4,624","2.27%","2010"
"19711",1972,"Kansas","KS","S","S0KS00091","","Jerry ","Moran","Moran, Jerry ","","REP ","163,483","49.73%","","","587,175","70.09%","2010"
"1972",1973,"Kansas","KS","S","S0KS00109","","Todd ","Tiahrt","Tiahrt, Todd ","","REP ","146,702","44.63%","","","","","2010"
"19731",1974,"Kansas","KS","S","S6KS00171","","Tom ","Little","Little, Tom ","","REP ","10,256","3.12%","","","","","2010"
"1974",1975,"Kansas","KS","S","S0KS00174","","Robert (Bob) ","Londerholm","Londerholm, Robert (Bob) ","","REP ","8,278","2.52%","","","","","2010"
"1976",1977,"Kansas","KS","S","S0KS00141","","Lisa ","Johnston","Johnston, Lisa ","","DEM ","25,695","31.26%","","","220,971","26.38%","2010"
"19771",1978,"Kansas","KS","S","S0KS00125","","Charles ","Schollenberger","Schollenberger, Charles ","","DEM ","19,426","23.64%","","","","","2010"
"1978",1979,"Kansas","KS","S","S0KS00158","","David ","Haley","Haley, David ","","DEM ","15,731","19.14%","","","","","2010"
"19791",1980,"Kansas","KS","S","S0KS00166","","Patrick ","Wiesner","Wiesner, Patrick ","","DEM ","13,481","16.40%","","","","","2010"
"19801",1981,"Kansas","KS","S","S4KS00093","","Robert A.","Conroy","Conroy, Robert A.","","DEM ","7,857","9.56%","","","","","2010"
"1982",1983,"Kansas","KS","S","S0KS00182","","Michael Wm. ","Dann","Dann, Michael Wm. ","","LIB","*","","","","17,922","2.14%","2010"
"19831",1984,"Kansas","KS","S","S0KS00133","","Joseph (Joe) K. ","Bellis","Bellis, Joseph (Joe) K. ","","REF","*","","","","11,624","1.39%","2010"
"19861",1987,"Kentucky","KY","01","H4KY01040","(I)","Edward ","Whitfield","Whitfield, Edward ","","R","Unopposed","","","","153,840","71.25%","2010"
"1987",1988,"Kentucky","KY","01","H4KY01016","","Charles Kendall","Hatchett","Hatchett, Charles Kendall","","D","Unopposed","","","","62,090","28.75%","2010"
"19901",1991,"Kentucky","KY","02","H8KY02031","(I)","S. Brett","Guthrie","Guthrie, S. Brett","","R","Unopposed","","","","155,906","67.89%","2010"
"19911",1992,"Kentucky","KY","02","H0KY02087","","Ed","Marksberry","Marksberry, Ed","","D","Unopposed","","","","73,749","32.11%","2010"
"1994",1995,"Kentucky","KY","03","H6KY03124","(I)","John","Yarmuth","Yarmuth, John","","D","Unopposed","","","","139,940","54.68%","2010"
"1995",1996,"Kentucky","KY","03","H0KY03184","","Todd","Lally","Lally, Todd","","R","22,048","51.90%","","","112,627","44.01%","2010"
"19961",1997,"Kentucky","KY","03","H0KY03192","","Larry","Hausman","Hausman, Larry","","R","10,674","25.12%","","","","","2010"
"1997",1998,"Kentucky","KY","03","H0KY03200","","Jeff","Reetz","Reetz, Jeff","","R","7,167","16.87%","","","","","2010"
"19981",1999,"Kentucky","KY","03","H0KY03226","","Brooks","Wicker","Wicker, Brooks","","R","2,595","6.11%","","","","","2010"
"20001",2001,"Kentucky","KY","03","H8KY03179","","Edward A.","Martin","Martin, Edward A.","","LIB","","","","","2,029","0.79%","2010"
"2001",2002,"Kentucky","KY","03","H0KY03234","","Michael D.","Hansen","Hansen, Michael D.","","IND","","","","","1,334","0.52%","2010"
"2004",2005,"Kentucky","KY","04","H2KY04071","(I)","Geoff","Davis","Davis, Geoff","","R","Unopposed","","","","151,813","69.48%","2010"
"20051",2006,"Kentucky","KY","04","H0KY04109","","John","Waltz","Waltz, John","","D","Unopposed","","","","66,694","30.52%","2010"
"20081",2009,"Kentucky","KY","05","H0KY05015","(I)","Harold ""Hal""","Rogers","Rogers, Harold ""Hal""","","R","Unopposed","","","","151,019","77.42%","2010"
"20091",2010,"Kentucky","KY","05","H8KY05042","","James E. ""Jim""","Holbert","Holbert, James E. ""Jim""","","D","27,552","41.00%","","","44,034","22.58%","2010"
"2010",2011,"Kentucky","KY","05","H6KY05111","","Kenneth","Stepp","Stepp, Kenneth","","D","23,322","34.70%","","","","","2010"
"20111",2012,"Kentucky","KY","05","H0KY05130","","David","Prince","Prince, David","","D","16,332","24.30%","","","","","2010"
"20151",2016,"Kentucky","KY","06","H4KY06072","(I)","Ben","Chandler","Chandler, Ben","","D","Unopposed","","","","119,812","50.08%","2010"
"2016",2017,"Kentucky","KY","06","H0KY06104","","Garland ""Andy""","Barr","Barr, Garland ""Andy""","","R","31,255","63.93%","","","119,164","49.81%","2010"
"2017",2018,"Kentucky","KY","06","H0KY06112","","Mike","Templeman","Templeman, Mike","","R","4,789","9.80%","","","","","2010"
"20181",2019,"Kentucky","KY","06","H0KY06096","","Matt","Lockett","Lockett, Matt","","R","4,070","8.33%","","","","","2010"
"20191",2020,"Kentucky","KY","06","H0KY06138","","John T., III","Kemper","Kemper, John T., III","","R","3,454","7.07%","","","","","2010"
"2020",2021,"Kentucky","KY","06","H0KY06146","","George","Pendergrass","Pendergrass, George","","R","3,438","7.03%","","","","","2010"
"20211",2022,"Kentucky","KY","06","H0KY06120","","Perry Wilson","Barnes","Barnes, Perry Wilson","","R","1,880","3.85%","","","","","2010"
"2023",2024,"Kentucky","KY","06","H0KY06153","","C. Wes","Collins","Collins, C. Wes","","W","","","","","225","0.09%","2010"
"20241",2025,"Kentucky","KY","06","H0KY06161","","Randolph S.","Vance","Vance, Randolph S.","","W","","","","","22","0.01%","2010"
"2029",2030,"Kentucky","KY","S","S0KY00156","","Rand","Paul","Paul, Rand","","R","206,986","58.76%","","","755,706","55.73%","2010"
"2030",2031,"Kentucky","KY","S","S0KY00131","","C.M. ""Trey""","Grayson","Grayson, C.M. ""Trey""","","R","124,864","35.45%","","","","","2010"
"2031",2032,"Kentucky","KY","S","S0KY00164","","Bill","Johnson","Johnson, Bill","","R","7,861","2.23%","","","","","2010"
"20321",2033,"Kentucky","KY","S","S0KY00248","","John","Stephenson","Stephenson, John","","R","6,885","1.95%","","","","","2010"
"20331",2034,"Kentucky","KY","S","S0KY00222","","Gurley L.","Martin","Martin, Gurley L.","","R","2,850","0.81%","","","","","2010"
"2034",2035,"Kentucky","KY","S","S0KY00230","","Jon J.","Scribner","Scribner, Jon J.","","R","2,829","0.80%","","","","","2010"
"20361",2037,"Kentucky","KY","S","S0KY00123","","Jack","Conway","Conway, Jack","","D","229,433","43.98%","","","600,052","44.25%","2010"
"2037",2038,"Kentucky","KY","S","S4KY00059","","Daniel","Mongiardo","Mongiardo, Daniel","","D","225,259","43.18%","","","","","2010"
"20381",2039,"Kentucky","KY","S","S0KY00115","","Darlene F.","Price","Price, Darlene F.","","D","28,530","5.47%","","","","","2010"
"20391",2040,"Kentucky","KY","S","S0KY00206","","James","Buckmaster","Buckmaster, James","","D","20,561","3.94%","","","","","2010"
"20401",2041,"Kentucky","KY","S","S0KY00172","","Maurice M.","Sweeney","Sweeney, Maurice M.","","D","17,874","3.43%","","","","","2010"
"2042",2043,"Kentucky","KY","S","S0KY00255","","Billy Ray","Wilson","Wilson, Billy Ray","","W","","","","","338","0.02%","2010"
"20451",2046,"Louisiana","LA","01","H0LA01087","(I)","""Steve""","Scalise","Scalise, ""Steve""","","R","Unopposed","","","","157,182","78.52%","2010"
"20461",2047,"Louisiana","LA","01","H0LA01178 ","","Myron ","Katz","Katz, Myron ","","D","Unopposed","","","","38,416","19.19%","2010"
"2047",2048,"Louisiana","LA","01","H0LA01186","","Arden","Wells","Wells, Arden","","OTH","","","","","4,578","2.29%","2010"
"20501",2051,"Louisiana","LA","02","H8LA02054","","Cedric","Richmond","Richmond, Cedric","","D","14,678","60.50%","","","83,705","64.59%","2010"
"2051",2052,"Louisiana","LA","02","H0LA02168","","Juan ","LaFonta","LaFonta, Juan ","","D","5,171","21.31%","","","","","2010"
"20521",2053,"Louisiana","LA","02","H0LA02176","","Eugene","Green","Green, Eugene","","D","2,500","10.30%","","","","","2010"
"2053",2054,"Louisiana","LA","02","H0LA02192","","Gary ","Johnson","Johnson, Gary ","","D","1,914","7.89%","","","","","2010"
"2055",2056,"Louisiana","LA","02","H8LA02110","(I)","""Joseph""","Cao","Cao, ""Joseph""","","R","Unopposed","","","","43,378","33.47%","2010"
"2056",2057,"Louisiana","LA","02","H0LA02218 ","","Anthony ","Marquize","Marquize, Anthony ","","OTH","","","","","1,876","1.45%","2010"
"20571",2058,"Louisiana","LA","02","H0LA02226","","""Jack"" ","Radosta","Radosta, ""Jack"" ","","OTH","","","","","645","0.50%","2010"
"20601",2061,"Louisiana","LA","03","H0LA03141","","""Jeff"" ","Landry","Landry, ""Jeff"" ","","R","10,396","49.62%","19,657","65.08%","108,963","63.77%","2010"
"20611",2062,"Louisiana","LA","03","H0LA03174","","""Hunt""","Downer","Downer, ""Hunt""","","R","7,570","36.13%","10,549","34.92%","","","2010"
"20621",2063,"Louisiana","LA","03","H0LA03125","","Kristian","Magar","Magar, Kristian","","R","2,987","14.26%","","","","","2010"
"20641",2065,"Louisiana","LA","03","H0LA03133","","Ravi","Sangisetty","Sangisetty, Ravi","","D","Unopposed","","","","61,914","36.23%","2010"
"2067",2068,"Louisiana","LA","04","H8LA04225","(I)","John","Fleming","Fleming, John","","R","Unopposed","","","","105,223","62.34%","2010"
"20681",2069,"Louisiana","LA","04","H0LA04073","","David ","Melville","Melville, David ","","D","10,145","81.10%","","","54,609","32.35%","2010"
"20691",2070,"Louisiana","LA","04","H0LA04225","","Steven Jude","Gavi","Gavi, Steven Jude","","D","2,365","18.90%","","","","","2010"
"20711",2072,"Louisiana","LA","04","H6LA04054","","Artis ","Cash","Cash, Artis ","","NPA","","","","","8,962","5.31%","2010"
"20741",2075,"Louisiana","LA","05","H2LA05084","(I)","Rodney ","Alexander","Alexander, Rodney ","","R","14,031","88.94%","","","122,033","78.57%","2010"
"20751",2076,"Louisiana","LA","05 ","H0LA05054 ","","Todd","Slavant","Slavant, Todd","","R","1,744","11.06%","","","","","2010"
"20771",2078,"Louisiana","LA","05","H0LA05062","","""Tom,"" Jr.","Gibbs","Gibbs, ""Tom,"" Jr.","","NPA","","","","","33,279","21.43%","2010"
"20801",2081,"Louisiana","LA","06","H8LA00017","(I)","William ""Bill""","Cassidy","Cassidy, William ""Bill""","","R","Unopposed","","","","138,607","65.63%","2010"
"20811",2082,"Louisiana","LA","06","H0LA06045","","Merritt E., Sr.","McDonald","McDonald, Merritt E., Sr.","","D","Unopposed","","","","72,577","34.37%","2010"
"20841",2085,"Louisiana","LA","07","H4LA07029","(I)","Charles W., Jr.","Boustany","Boustany, Charles W., Jr.","","R","Unopposed","","","","Unopposed","","2010"
"20891",2090,"Louisiana","LA","S","S4LA00057","(I)","David ","Vitter","Vitter, David ","","R","85,225","87.59%","","","715,415","56.55%","2010"
"20901",2091,"Louisiana","LA","S","S0LA00238 ","","Chet D.","Traylor","Traylor, Chet D.","","R","6,841","7.03%","","","","","2010"
"20911",2092,"Louisiana","LA","S","S0LA00220 ","","Nick J. ","Accardo","Accardo, Nick J. ","","R","5,232","5.38%","","","","","2010"
"2093",2094,"Louisiana","LA","S","S0LA00154","","""Charlie""","Melancon","Melancon, ""Charlie""","","D","77,809","70.62%","","","476,572","37.67%","2010"
"20941",2095,"Louisiana","LA","S","S0LA00204","","Neeson J., Jr.","Chauvin","Chauvin, Neeson J., Jr.","","D","19,521","17.72%","","","","","2010"
"20951",2096,"Louisiana","LA","S","S0LA00212","","Cary J.","Deaton","Deaton, Cary J.","","D","12,853","11.67%","","","","","2010"
"2097",2098,"Louisiana","LA","S","S0LA00246","","Randall Todd","Hayes","Hayes, Randall Todd","","LIB","1,530","61.62%","","","13,957","1.10%","2010"
"2098",2099,"Louisiana","LA","S","S0LA00162","","Anthony ","Gentile","Gentile, Anthony ","","LIB","953","38.38%","","","","","2010"
"21001",2101,"Louisiana","LA","S","S0LA00253 ","","Michael Karlton ","Brown","Brown, Michael Karlton ","","NPA","","","","","9,973","0.79%","2010"
"21011",2102,"Louisiana","LA","S","S0LA00196","","Michael Lane ""Mike""","Spears","Spears, Michael Lane ""Mike""","","OTH","","","","","9,190","0.73%","2010"
"21021",2103,"Louisiana","LA","S","S0LA00279 ","","Ernest D.","Wooton","Wooton, Ernest D.","","OTH","","","","","8,167","0.65%","2010"
"21031",2104,"Louisiana","LA","S","S4LA00099","","R.A. ""Skip""","Galan","Galan, R.A. ""Skip""","","NPA","","","","","7,474","0.59%","2010"
"21041",2105,"Louisiana","LA","S","S0LA00287","","William R. ","McShan","McShan, William R. ","","REF","Unopposed","","","","5,879","0.46%","2010"
"2105",2106,"Louisiana","LA","S","S0LA00170","","William Robert ""Bob,"" Jr.","Lang","Lang, William Robert ""Bob,"" Jr.","","OTH","","","","","5,734","0.45%","2010"
"21061",2107,"Louisiana","LA","S","S0LA00188","","Milton ","Gordon","Gordon, Milton ","","NPA","","","","","4,810","0.38%","2010"
"2107",2108,"Louisiana","LA","S","S0LA00261","","Thomas G. ""Tommy""","LaFargue","LaFargue, Thomas G. ""Tommy""","","OTH","","","","","4,043","0.32%","2010"
"2108",2109,"Louisiana","LA","S","S6LA00276","","Sam Houston, Jr.","Melton","Melton, Sam Houston, Jr.","","NPA","","","","","3,780","0.30%","2010"
"21111",2112,"Maine","ME","01","H8ME01120","(I)","Chellie","Pingree","Pingree, Chellie","","D","57,799","100.00%","","","169,114","56.82%","2010"
"21131",2114,"Maine","ME","01","H8ME01179","","Dean Peter","Scontras","Scontras, Dean Peter","","R","44,440","100.00%","","","128,501","43.17%","2010"
"2115",2116,"Maine","ME","01","H0ME01093","","Walter","Horton","Horton, Walter","","W","","","","","20","0.01%","2010"
"21161",2117,"Maine","ME","01","H0ME01101","","Alan","Lowberg","Lowberg, Alan","","W","","","","","22","0.01%","2010"
"21191",2120,"Maine","ME","02","H2ME02097","(I)","Michael H.","Michaud","Michaud, Michael H.","","D","45,628","100.00%","","","147,042","55.13%","2010"
"2121",2122,"Maine","ME","02","H0ME02059","","Jason J.","Levesque","Levesque, Jason J.","","R","42,454","100.00%","","","119,669","44.87%","2010"
"2126",2127,"Maryland","MD","01","H8MD01094","","Andy","Harris","Harris, Andy","","R","46,227","67.35%","","","155,118","54.08%","2010"
"2127",2128,"Maryland","MD","01","H0MD01174","","Rob","Fisher","Fisher, Rob","","R","22,409","32.65%","","","","","2010"
"21291",2130,"Maryland","MD","01","H8MD01086","(I)","Frank M., Jr.","Kratovil","Kratovil, Frank M., Jr.","","D","42,762","100.00%","","","120,400","41.98%","2010"
"2131",2132,"Maryland","MD","01","H8MD01169","","Richard James","Davis","Davis, Richard James","","LIB","*","","","","10,876","3.79%","2010"
"21331",2134,"Maryland","MD","01","H0MD01182","","Jack N.","Wilson","Wilson, Jack N.","","W","","","","","158","0.06%","2010"
"21341",2135,"Maryland","MD","01","H0MD01208","","Michael","Kennedy","Kennedy, Michael","","W","","","","","18","0.01%","2010"
"21371",2138,"Maryland","MD","02","H2MD02160","(I)","C.A. Dutch","Ruppersberger","Ruppersberger, C.A. Dutch","","D","42,262","74.04%","","","134,133","64.21%","2010"
"2138",2139,"Maryland","MD","02","H0MD02164","","Raymond","Atkins","Atkins, Raymond","","D","7,405","12.97%","","","","","2010"
"21391",2140,"Maryland","MD","02","H0MD02156 ","","Jeff","Morris","Morris, Jeff","","D","3,841","6.73%","","","","","2010"
"2140",2141,"Maryland","MD","02","H6MD02187","","Christopher C.","Boardman","Boardman, Christopher C.","","D","3,575","6.26%","","","","","2010"
"2142",2143,"Maryland","MD","02","H0MD02149","","Marcelo","Cardarelli","Cardarelli, Marcelo","","R","10,427","46.09%","","","69,523","33.28%","2010"
"21431",2144,"Maryland","MD","02","H6MD02153","","Jimmy","Mathis","Mathis, Jimmy","","R","5,904","26.10%","","","","","2010"
"21441",2145,"Maryland","MD","02","H0MD02198","","Francis","Treadwell","Treadwell, Francis","","R","2,633","11.64%","","","","","2010"
"21451",2146,"Maryland","MD","02","H0MD02180","","Troy","Stouffer","Stouffer, Troy","","R","2,593","11.46%","","","","","2010"
"21461",2147,"Maryland","MD","02","H0MD02172","","Josh","Dowlut","Dowlut, Josh","","R","1,067","4.72%","","","","","2010"
"21481",2149,"Maryland","MD","02","H8MD02092","","Lorenzo","Gaztanaga","Gaztanaga, Lorenzo","","LIB","*","","","","5,090","2.44%","2010"
"21521",2153,"Maryland","MD","03","H6MD03292","(I)","John","Sarbanes","Sarbanes, John","","D","54,710","83.04%","","","147,448","61.07%","2010"
"21531",2154,"Maryland","MD","03","H0MD03188","","Michael","Miller","Miller, Michael","","D","5,456","8.28%","","","","","2010"
"21541",2155,"Maryland","MD","03","H0MD03162","","John","Kibler","Kibler, John","","D","2,989","4.54%","","","","","2010"
"2155",2156,"Maryland","MD","03","H0MD03170","","Ryan","Ludick","Ludick, Ryan","","D","1,425","2.16%","","","","","2010"
"21561",2157,"Maryland","MD","03","H4MD03073","","John","Rea","Rea, John","","D","1,307","1.98%","","","","","2010"
"2158",2159,"Maryland","MD","03","H0MD03147","","Jim","Wilhelm","Wilhelm, Jim","","R","8,856","36.04%","","","86,947","36.01%","2010"
"21591",2160,"Maryland","MD","03","H8MD03082","","Thomas E. ""Pinkston""","Harris","Harris, Thomas E. ""Pinkston""","","R","6,906","28.10%","","","","","2010"
"2160",2161,"Maryland","MD","03","H0MD03154","","Greg","Bartosz","Bartosz, Greg","","R","6,597","26.85%","","","","","2010"
"21611",2162,"Maryland","MD","03","H6MD05149","","Thomas, Sr.","Defibaugh","Defibaugh, Thomas, Sr.","","R","2,215","9.01%","","","","","2010"
"21631",2164,"Maryland","MD","03","H0MD03204","","Jerry","McKinley","McKinley, Jerry","","LIB","*","","","","5,212","2.16%","2010"
"21641",2165,"Maryland","MD","03","H0MD03139","","Alain","Lareau","Lareau, Alain","","CON","*","","","","1,634","0.68%","2010"
"21681",2169,"Maryland","MD","04","H6MD04183","(I)","Donna","Edwards","Edwards, Donna","","D","56,737","83.56%","","","160,228","83.44%","2010"
"21691",2170,"Maryland","MD","04","H0MD04129","","Herman","Taylor","Taylor, Herman","","D","5,972","8.80%","","","","","2010"
"21701",2171,"Maryland","MD","04","H4MD04071","","George","McDermott","McDermott, George","","D","2,833","4.17%","","","","","2010"
"2171",2172,"Maryland","MD","04","H0MD04137","","Kwame","Gyamfi","Gyamfi, Kwame","","D","2,355","3.47%","","","","","2010"
"21731",2174,"Maryland","MD","04","H8MD04155","","Robert","Broadus","Broadus, Robert","","R","6,828","100.00%","","","31,467","16.39%","2010"
"2178",2179,"Maryland","MD","05","H2MD05155 ","(I)","Steny H.","Hoyer","Hoyer, Steny H.","","D","58,717","85.66%","","","155,110","64.26%","2010"
