"","X1","STATE.ABBREVIATION","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF.ELECTION.VOTES..LA.","GE.RUNOFF.ELECTION....LA.","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","GE.WINNER.INDICATOR","FOOTNOTES","X","X.1","year"
"797",798,"GA","Georgia","11","H4GA11087","","Tricia R.","Pridemore","Pridemore, Tricia R.","","R","9,745","17.09%","","","","","","","","","","",NA,NA,"2014"
"798",799,"GA","Georgia","11","H4GA11079","","Edward H. ""Ed""","Lindsey","Lindsey, Edward H. ""Ed""","","R","8,448","14.82%","","","","","","","","","","",NA,NA,"2014"
"799",800,"GA","Georgia","11","H4GA11095","","Larry","Mrozinski","Mrozinski, Larry","","R","2,288","4.01%","","","","","","","","","","",NA,NA,"2014"
"800",801,"GA","Georgia","11","H2GA11180","","S. Allan","Levene","Levene, S. Allan","","R","962","1.69%","","","","","","","","","","",NA,NA,"2014"
"804",805,"GA","Georgia","12","H2GA12121","","Richard ""Rick""","Allen","Allen, Richard ""Rick""","","R","25,093","53.99%","","","91,336","54.75%","","","","","W","",NA,NA,"2014"
"805",806,"GA","Georgia","12","H4GA12051","","Eugene C.","Yu","Yu, Eugene C.","","R","7,677","16.52%","","","","","","","","","","",NA,NA,"2014"
"806",807,"GA","Georgia","12","H4GA12044","","Delvis William","Dutton","Dutton, Delvis William","","R","6,644","14.30%","","","","","","","","","","",NA,NA,"2014"
"807",808,"GA","Georgia","12","H8GA12011","","John E.","Stone","Stone, John E.","","R","5,826","12.54%","","","","","","","","","","",NA,NA,"2014"
"808",809,"GA","Georgia","12","H0GA08081","","Diane Swanson","Vann","Vann, Diane Swanson","","R","1,237","2.66%","","","","","","","","","","",NA,NA,"2014"
"810",811,"GA","Georgia","12","H4GA12010","(I)","John Jenkins","Barrow","Barrow, John Jenkins","","D","26,324","100.00%","","","75,478","45.25%","","","","","","",NA,NA,"2014"
"814",815,"GA","Georgia","13","H2GA13012","(I)","David Albert","Scott","Scott, David Albert","","D","29,486","82.24%","","","159,445","100.00%","","","","","W","",NA,NA,"2014"
"815",816,"GA","Georgia","13","H4GA13034","","Michael C.","Owens","Owens, Michael C.","","D","6,367","17.76%","","","","","","","","","","",NA,NA,"2014"
"819",820,"GA","Georgia","14","H0GA09030","(I)","John Thomas ""Tom""","Graves","Graves, John Thomas ""Tom""","","R","32,343","74.07%","","","118,782","100.00%","","","","","W","",NA,NA,"2014"
"820",821,"GA","Georgia","14","H4GA14016","","Kenneth L., Sr.","Herron","Herron, Kenneth L., Sr.","","R","11,324","25.93%","","","","","","","","","","",NA,NA,"2014"
"827",828,"GU","Guam","00","H2GU00033","(I)","Madeleine Z.","Bordallo","Bordallo, Madeleine Z.","","D","5,898","74.30%","","","20,693","57.86%","","","","","W","",NA,NA,"2014"
"828",829,"GU","Guam","00","H4GU00013","","Matthew P.","Artero","Artero, Matthew P.","","D","2,016","25.40%","","","","","","","","","","",NA,NA,"2014"
"831",832,"GU","Guam","00","H4GU00021","","Margaret G.","Metcalfe","Metcalfe, Margaret G.","","R","6,753","98.25%","","","14,956","41.82%","","","","","","",NA,NA,"2014"
"838",839,"HI","Hawaii","01","H4HI01134","","Mark","Takai","Takai, Mark","","D","52,736","44.47%","","","93,390","51.93%","","","","","","",NA,NA,"2014"
"839",840,"HI","Hawaii","01","H4HI01167","","Donna Mercado","Kim","Kim, Donna Mercado","","D","33,678","28.40%","","","","","","","","","","",NA,NA,"2014"
"840",841,"HI","Hawaii","01","H4HI01100","","Stanley","Chang","Chang, Stanley","","D","12,135","10.23%","","","","","","","","","","",NA,NA,"2014"
"841",842,"HI","Hawaii","01","H4HI01118","","Ikaika","Anderson","Anderson, Ikaika","","D","7,937","6.69%","","","","","","","","","","",NA,NA,"2014"
"842",843,"HI","Hawaii","01","H4HI01126","","Will","Espero","Espero, Will","","D","4,555","3.84%","","","","","","","","","","",NA,NA,"2014"
"843",844,"HI","Hawaii","01","H4HI01175","","Joey","Manahan","Manahan, Joey","","D","4,495","3.79%","","","","","","","","","","",NA,NA,"2014"
"844",845,"HI","Hawaii","01","H4HI01142","","Kathryn","Xian","Xian, Kathryn","","D","3,039","2.56%","","","","","","","","","","",NA,NA,"2014"
"846",847,"HI","Hawaii","01","H0HI01157","","Charles","Djou","Djou, Charles","","R","20,802","96.40%","","","86,454","48.07%","","","","","","",NA,NA,"2014"
"847",848,"HI","Hawaii","01","H4HI01191","","Allan","Levene","Levene, Allan","","R","777","3.60%","","","","","","","","","","",NA,NA,"2014"
"849",850,"HI","Hawaii","01","H4HI01209","","Robert H.","Meyer","Meyer, Robert H.","","N","99","51.30%","","","","","","","","","","",NA,NA,"2014"
"850",851,"HI","Hawaii","01","H4HI01183","","Calvin (G)","Griffin","Griffin, Calvin (G)","","N","94","48.70%","","","","","","","","","","",NA,NA,"2014"
"853",854,"HI","Hawaii","02","H2HI02508","(I)","Tulsi","Gabbard","Gabbard, Tulsi","","D","92,032","100.00%","","","142,010","78.75%","","","","","W","",NA,NA,"2014"
"855",856,"HI","Hawaii","02","H2HI02524","","Kawika","Crowley","Crowley, Kawika","","R","9,094","56.77%","","","33,630","18.65%","","","","","","",NA,NA,"2014"
"856",857,"HI","Hawaii","02","H4HI02108","","Marissa D.","Capelouto","Capelouto, Marissa D.","","R","6,926","43.23%","","","","","","","","","","",NA,NA,"2014"
"858",859,"HI","Hawaii","02","H4HI02116","","Joe","Kent","Kent, Joe","","LIB","373","100.00%","","","4,693","2.60%","","","","","","",NA,NA,"2014"
"865",866,"ID","Idaho","01","H0ID01253 ","(I)","Raul R.","Labrador","Labrador, Raul R.","","R","56,206","78.56%","","","143,580","65.01%","","","","","W","",NA,NA,"2014"
"866",867,"ID","Idaho","01","H4ID01123","","Lisa","Marie","Marie, Lisa","","R","5,164","7.22%","","","","","","","","","","",NA,NA,"2014"
"867",868,"ID","Idaho","01","H4ID01115","","Michael ","Greenway","Greenway, Michael ","","R","3,494","4.88%","","","","","","","","","","",NA,NA,"2014"
"868",869,"ID","Idaho","01","H2ID01143","","Reed C.","McCandless","McCandless, Reed C.","","R/W","3,373","4.71%","","","7","0.00%","","","","","","",NA,NA,"2014"
"869",870,"ID","Idaho","01","H4ID01107","","Sean ","Blackwell","Blackwell, Sean ","","R","3,304","4.62%","","","","","","","","","","",NA,NA,"2014"
"871",872,"ID","Idaho","01","H4ID01081 ","","Shirley G.","Ringo","Ringo, Shirley G.","","D","9,047","82.04%","","","77,277","34.99%","","","","","","",NA,NA,"2014"
"872",873,"ID","Idaho","01","H4ID01099","","Ryan Andrew","Barone","Barone, Ryan Andrew","","D","1,981","17.96%","","","","","","","","","","",NA,NA,"2014"
"875",876,"ID","Idaho","02","H8ID02064 ","(I)","Mike","Simpson","Simpson, Mike","","R","48,632","61.64%","","","131,492","61.36%","","","","","W","",NA,NA,"2014"
"876",877,"ID","Idaho","02","H4ID02063 ","","Bryan D.","Smith","Smith, Bryan D.","","R","30,263","38.36%","","","","","","","","","","",NA,NA,"2014"
"878",879,"ID","Idaho","02","H2ID02018","","Richard ","Stallings","Stallings, Richard ","","D","14,547","100.00%","","","82,801","38.64%","","","","","","",NA,NA,"2014"
"885",886,"IL","Illinois","01","H2IL01042","(I)","Bobby L.","Rush","Rush, Bobby L.","","D","47,627","100.00%","","","162,268","73.09%","","","","","W","",NA,NA,"2014"
"887",888,"IL","Illinois","01","H2IL01182","","Jimmy Lee","Tillman","Tillman, Jimmy Lee","","R","17,188","100.00%","","","59,749","26.91%","","","","","","",NA,NA,"2014"
"891",892,"IL","Illinois","02","H4IL02343 ","(I)","Robin ","Kelly","Kelly, Robin ","","D","40,286","100.00%","","","160,337","78.49%","","","","","W","",NA,NA,"2014"
"893",894,"IL","Illinois","02","H4IL02301","","Eric M.","Wallace","Wallace, Eric M.","","R","16,096","100.00%","","","43,799","21.44%","","","","","","",NA,NA,"2014"
"895",896,"IL","Illinois","02","H2IL02156","","Marcus","Lewis","Wallace, Marcus","","W","","","","","130","0.06%","","","","","","",NA,NA,"2014"
"898",899,"IL","Illinois","03","H4IL03077","(I)","Daniel William ","Lipinski","Lipinski, Daniel William ","","D","28,883","100.00%","","","116,764","64.56%","","","","","W","",NA,NA,"2014"
"900",901,"IL","Illinois","03","H4IL03093","","Sharon M.","Brannigan","Brannigan, Sharon M.","","R","18,358","62.67%","","","64,091","35.44%","","","","","","",NA,NA,"2014"
"901",902,"IL","Illinois","03","H2IL11132","","Diane M.","Harris","Harris, Diane M.","","R","10,937","37.33%","","","","","","","","","","",NA,NA,"2014"
"905",906,"IL","Illinois","04","H2IL08039 ","(I)","Luis V.","Gutierrez","Gutierrez, Luis V.","","D","21,625","74.34%","","","79,666","78.15%","","","","","W","",NA,NA,"2014"
"906",907,"IL","Illinois","04","H4IL04083 ","","Alexander","Eidenberg","Eidenberg, Alexander","","D","4,796","16.49%","","","","","","","","","","",NA,NA,"2014"
"907",908,"IL","Illinois","04","H4IL04091","","Jorge Gerardo","Zavala","Zavala, Jorge Gerardo","","D","2,670","9.18%","","","","","","","","","","",NA,NA,"2014"
"909",910,"IL","Illinois","04","H2IL04145","","Hector ","Concepcion","Concepcion, Hector ","","R","6,637","100.00%","","","22,278","21.85%","","","","","","",NA,NA,"2014"
"913",914,"IL","Illinois","05","H0IL05096","(I)","Mike","Quigley","Quigley, Mike","","D","26,364","100.00%","","","116,364","63.23%","","","","","W","",NA,NA,"2014"
"915",916,"IL","Illinois","05","H6IL05150","","Vince","Kolber","Kolber, Vince","","R","","","","","56,350","30.62%","","","","","","",NA,NA,"2014"
"916",917,"IL","Illinois","05","H4IL05155 ","","Fredrick K.","White","White, Fredrick K.","","W(R)","21","100.00%","","","","","","","","","","",NA,NA,"2014"
"918",919,"IL","Illinois","05","H2IL05183","","Nancy ","Wade","Wade, Nancy ","","GRE","153","100.00%","","","11,305","6.14%","","","","","","",NA,NA,"2014"
"921",922,"IL","Illinois","06","H6IL06117 ","(I)","Peter J. ","Roskam","Roskam, Peter J. ","","R","65,332","100.00%","","","160,287","67.14%","","","","","W","",NA,NA,"2014"
"923",924,"IL","Illinois","06","H4IL06104 ","","Michael","Mason","Mason, Michael","","D","8,615","100.00%","","","78,465","32.86%","","","","","","",NA,NA,"2014"
"926",927,"IL","Illinois","07","H4IL07037","(I)","Danny K.","Davis","Davis, Danny K.","","D","43,061","100.00%","","","155,110","85.10%","","","","","W","",NA,NA,"2014"
"928",929,"IL","Illinois","07","H4IL07151","","Robert L. ","Bumpers","Bumpers, Robert L. ","","R","7,289","100.00%","","","27,168","14.90%","","","","","","",NA,NA,"2014"
"931",932,"IL","Illinois","08","H6IL06141 ","(I)","Tammy","Duckworth","Duckworth, Tammy","","D","10,661","100.00%","","","84,178","55.73%","","","","","W","",NA,NA,"2014"
"933",934,"IL","Illinois","08","H4IL08126","","Larry","Kaifesh","Kaifesh, Larry","","R","24,657","71.50%","","","66,878","44.27%","","","","","","",NA,NA,"2014"
"934",935,"IL","Illinois","08","H4IL08118 ","","Manju","Goel","Goel, Manju","","R","9,827","28.50%","","","","","","","","","","",NA,NA,"2014"
"937",938,"IL","Illinois","09","H8IL09067","(I)","Janice D.","Schakowsky","Schakowsky, Janice D.","","D","31,576","100.00%","","","141,000","66.06%","","","","","W","",NA,NA,"2014"
"939",940,"IL","Illinois","09","H0IL09080","","Susanne","Atanus","Atanus, Susanne","","R","15,575","52.40%","","","72,384","33.91%","","","","","","",NA,NA,"2014"
"940",941,"IL","Illinois","09","H4IL09074 ","","David Earl, III","Williams","Williams, David Earl, III","","R","14,148","47.60%","","","","","","","","","","",NA,NA,"2014"
"942",943,"IL","Illinois","09","H6IL10127","","Phil","Collins","Collins, Phil","","W","","","","","66","0.03%","","","","","","",NA,NA,"2014"
"944",945,"IL","Illinois","10","H0IL10302 ","","Robert","Dold","Dold, Robert","","R","32,124","100.00%","","","95,992","51.30%","","","","","W","",NA,NA,"2014"
"946",947,"IL","Illinois","10","H2IL10068 ","(I)","Brad","Schneider","Schneider, Brad","","D","11,945","100.00%","","","91,136","48.70%","","","","","","",NA,NA,"2014"
"950",951,"IL","Illinois","11","H8IL14067 ","(I)","Bill ","Foster","Foster, Bill ","","D","12,461","100.00%","","","93,436","53.46%","","","","","W","",NA,NA,"2014"
"952",953,"IL","Illinois","11","H4IL11195 ","","Darlene","Senger","Senger, Darlene","","R","13,290","36.89%","","","81,335","46.54%","","","","","","",NA,NA,"2014"
"953",954,"IL","Illinois","11","H4IL11203 ","","Chris ","Balkema","Balkema, Chris ","","R","12,024","33.37%","","","","","","","","","","",NA,NA,"2014"
"954",955,"IL","Illinois","11","H4IL11237 ","","Bert","Miller","Miller, Bert","","R","9,460","26.26%","","","","","","","","","","",NA,NA,"2014"
"955",956,"IL","Illinois","11","H4IL11211 ","","Ian","Bayne","Bayne, Ian","","R","1,253","3.48%","","","","","","","","","","",NA,NA,"2014"
"957",958,"IL","Illinois","11","H6IL18146","","Constant ""Connor""","Vlakancic","Vlakancic, Constant ""Connor""","","W","","","","","1","","","","","","","",NA,NA,"2014"
"960",961,"IL","Illinois","12","H4IL12060","","Mike","Bost","Bost, Mike","","R","33,066","100.00%","","","110,038","52.46%","","","","","W","",NA,NA,"2014"
"962",963,"IL","Illinois","12","H2IL12122 ","(I)","William L. ""Bill"" ","Enyart","Enyart, William L. ""Bill"" ","","D","31,015","100.00%","","","87,860","41.89%","","","","","","",NA,NA,"2014"
"964",965,"IL","Illinois","12","H2IL12130","","Paula","Bradshaw","Bradshaw, Paula","","GRE","120","100.00%","","","11,840","5.65%","","","","","","",NA,NA,"2014"
"967",968,"IL","Illinois","13","H2IL13120 ","(I)","Rodney","Davis","Davis, Rodney","","R","27,816","54.63%","","","123,337","58.66%","","","","","W","",NA,NA,"2014"
"968",969,"IL","Illinois","13","H4IL13191 ","","Erika ","Harold","Harold, Erika ","","R","20,951","41.15%","","","","","","","","","","",NA,NA,"2014"
"969",970,"IL","Illinois","13","H0IL19048","","Michael ","Firsching","Firsching, Michael ","","R","2,147","4.22%","","","","","","","","","","",NA,NA,"2014"
"971",972,"IL","Illinois","13","H4IL13175","","Ann E.","Callis","Callis, Ann E.","","D","17,322","54.65%","","","86,935","41.34%","","","","","","",NA,NA,"2014"
"972",973,"IL","Illinois","13","H4IL13209 ","","George","Gollin","Gollin, George","","D","9,935","31.35%","","","","","","","","","","",NA,NA,"2014"
"973",974,"IL","Illinois","13","H4IL13217 ","","David L.","Green","Green, David L.","","D","4,438","14.00%","","","","","","","","","","",NA,NA,"2014"
"976",977,"IL","Illinois","14","H0IL14080 ","(I)","Randall M. ""Randy"" ","Hultgren","Hultgren, Randall M. ""Randy"" ","","R","57,665","100.00%","","","145,369","65.41%","","","","","W","",NA,NA,"2014"
"978",979,"IL","Illinois","14","H2IL14078","","Dennis","Anderson","Anderson, Dennis","","D","5,184","65.83%","","","76,861","34.59%","","","","","","",NA,NA,"2014"
"979",980,"IL","Illinois","14","H4IL14124","","John J.","Hosta","Hosta, John J.","","D","2,691","34.17%","","","","","","","","","","",NA,NA,"2014"
"982",983,"IL","Illinois","15","H2IL20042 ","(I)","John M.","Shimkus","Shimkus, John M.","","R","66,453","100.00%","","","166,274","74.92%","","","","","W","",NA,NA,"2014"
"984",985,"IL","Illinois","15","H4IL15071 ","","Eric","Thorsland","Thorsland, Eric","","D","17,108","100.00%","","","55,652","25.08%","","","","","","",NA,NA,"2014"
"987",988,"IL","Illinois","16","H0IL11052 ","(I)","Adam ","Kinzinger","Kinzinger, Adam ","","R","56,593","78.44%","","","153,388","70.62%","","","","","W","",NA,NA,"2014"
"988",989,"IL","Illinois","16","H4IL16020 ","","David J., Jr.","Hale","Hale, David J., Jr.","","R","15,558","21.56%","","","","","","","","","","",NA,NA,"2014"
"990",991,"IL","Illinois","16","H4IL00032 ","","Randall Wayne ","Olsen","Olsen, Randall Wayne ","","D","12,077","100.00%","","","63,810","29.38%","","","","","","",NA,NA,"2014"
"993",994,"IL","Illinois","17","H2IL17071","(I)","Cheri ","Bustos","Bustos, Cheri ","","D","21,923","100.00%","","","110,560","55.46%","","","","","W","",NA,NA,"2014"
"995",996,"IL","Illinois","17","H0IL17059 ","","Bobby","Schilling","Schilling, Bobby","","R","41,063","100.00%","","","88,785","44.53%","","","","","","",NA,NA,"2014"
"997",998,"IL","Illinois","17","H4IL17077","","Bill","Fawell","Fawell, Bill","","W","","","","","16","0.01%","","","","","","",NA,NA,"2014"
"1000",1001,"IL","Illinois","18","H8IL18043 ","(I)","Aaron ","Schock","Schock, Aaron ","","R","82,412","100.00%","","","184,363","74.72%","","","","","W","",NA,NA,"2014"
"1002",1003,"IL","Illinois","18","H4IL18117","","Darrel","Miller","Miller, Darrel","","D","6,763","54.30%","","","62,377","25.28%","","","","","","",NA,NA,"2014"
"1003",1004,"IL","Illinois","18","H4IL18109","","Rob ","Mellon","Mellon, Rob ","","D","5,692","45.70%","","","","","","","","","","",NA,NA,"2014"
"1009",1010,"IN","Indiana","01","H4IN01012 ","(I)","Peter J.","Visclosky","Visclosky, Peter J.","","D","34,446","100.00%","","","86,579","60.85%","","","","","W","",NA,NA,"2014"
"1011",1012,"IN","Indiana","01","H8IN01096","","Mark ","Leyva","Leyva, Mark ","","R","12,738","100.00%","","","51,000","35.84%","","","","","","",NA,NA,"2014"
"1013",1014,"IN","Indiana","01","H4IN01152","","Donna T.","Dunn","Dunn, Donna T.","","LIB","*","","","","4,714","3.31%","","","","","","*  The Libertarian Party nominated by convention on April 26, 2014.  Convention nominees are noted with an asterisk.",NA,NA,"2014"
"1016",1017,"IN","Indiana","02","H0IN02190 ","(I)","Jackie","Walorski","Walorski, Jackie","","R","28,641","100.00%","","","85,583","58.94%","","","","","W","",NA,NA,"2014"
"1018",1019,"IN","Indiana","02","H4IN02135 ","","Joe","Bock","Bock, Joe","","D","11,103","58.09%","","","55,590","38.29%","","","","","","",NA,NA,"2014"
"1019",1020,"IN","Indiana","02","H2IN02238 ","","Dan","Morrison","Morrison, Dan","","D","3,540","18.52%","","","","","","","","","","",NA,NA,"2014"
"1020",1021,"IN","Indiana","02","H4IN02143 ","","Bob","Kern","Kern, Bob","","D","2,634","13.78%","","","","","","","","","","",NA,NA,"2014"
"1021",1022,"IN","Indiana","02","H4IN02150","","Douglas M.","Carpenter","Carpenter, Douglas M.","","D","1,837","9.61%","","","","","","","","","","",NA,NA,"2014"
"1023",1024,"IN","Indiana","02","H4IN02168","","Jeff","Petermann","Petermann, Jeff","","LIB","*","","","","4,027","2.77%","","","","","","*  The Libertarian Party nominated by convention on April 26, 2014.  Convention nominees are noted with an asterisk.",NA,NA,"2014"
