"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF","GE.RUNOFF..","COMBINED.GE.PARTY.TOTALS..CT..NY.","COMBINED....CT..NY.","FOOTNOTES","year"
"2895",2896,"Pennsylvania","PA","02","H2PA02055","(I)","Chaka","Fattah","Fattah, Chaka","","D","161,022","100.00%","","","276,870","88.93%","","","","","","2008"
"2897",2898,"Pennsylvania","PA","02","H8PA02094","","Adam A.","Lang","Lang, Adam A. #","","R","#","","","","34,466","11.07%","","","","","# Michael Livingston withdrew after the primary election and Adam Lang was selected by the party to fill the vacancy on the general election ballot.","2008"
"2898",2899,"Pennsylvania","PA","02","H8PA02086","","Michael","Livingston","Livingston, Michael #","","R","4,521","100.00%","","","","","","","","","# Michael Livingston withdrew after the primary election and Adam Lang was selected by the party to fill the vacancy on the general election ballot.","2008"
"2901",2902,"Pennsylvania","PA","03","H8PA03084","","Kathy","Dahlkemper","Dahlkemper, Kathy","","D","43,858","44.92%","","","146,846","51.24%","","","","","","2008"
"2902",2903,"Pennsylvania","PA","03","H8PA03068","","Kyle W.","Foust","Foust, Kyle W.","","D","24,672","25.27%","","","","","","","","","","2008"
"2903",2904,"Pennsylvania","PA","03","H8PA03043","","Tom","Myers","Myers, Tom","","D","18,584","19.03%","","","","","","","","","","2008"
"2904",2905,"Pennsylvania","PA","03","H8PA03050","","Mike","Waltner","Waltner, Mike","","D","10,532","10.79%","","","","","","","","","","2008"
"2906",2907,"Pennsylvania","PA","03","H4PA21051","(I)","Phil","English","English, Phil","","R","42,636","100.00%","","","139,757","48.76%","","","","","","2008"
"2909",2910,"Pennsylvania","PA","04","H6PA04110","(I)","Jason","Altmire","Altmire, Jason","","D","112,049","100.00%","","","186,536","55.86%","","","","","","2008"
"2911",2912,"Pennsylvania","PA","04","H0PA04154","","Melissa","Hart","Hart, Melissa","","R","42,854","100.00%","","","147,411","44.14%","","","","","","2008"
"2914",2915,"Pennsylvania","PA","05","H8PA05071","","Glenn W.","Thompson","Thompson, Glenn W.","","R","13,988","19.18%","","","155,513","56.72%","","","","","","2008"
"2915",2916,"Pennsylvania","PA","05","H8PA05089","","Derek A.","Walker","Walker, Derek A.","","R","13,153","18.03%","","","","","","","","","","2008"
"2916",2917,"Pennsylvania","PA","05","H8PA05063","","Matt","Shaner","Shaner, Matt","","R","12,860","17.63%","","","","","","","","","","2008"
"2917",2918,"Pennsylvania","PA","05","H8PA05113","","Jeffrey J.","Stroehmann","Stroehmann, Jeffrey J.","","R","9,921","13.60%","","","","","","","","","","2008"
"2918",2919,"Pennsylvania","PA","05","H8PA05139","","Keith","Richardson","Richardson, Keith","","R","7,094","9.73%","","","","","","","","","","2008"
"2919",2920,"Pennsylvania","PA","05","H8PA05154","","Lou","Radkowski","Radkowski, Lou","","R","5,083","6.97%","","","","","","","","","","2008"
"2920",2921,"Pennsylvania","PA","05","H8PA05105","","John Rea","Stroup","Stroup, John Rea","","R","4,550","6.24%","","","","","","","","","","2008"
"2921",2922,"Pennsylvania","PA","05","H8PA05162","","Chris","Exarchos","Exarchos, Chris","","R","4,376","6.00%","","","","","","","","","","2008"
"2922",2923,"Pennsylvania","PA","05","H8PA05188","","John T.","Krupa","Krupa, John T.","","R","1,916","2.63%","","","","","","","","","","2008"
"2924",2925,"Pennsylvania","PA","05","H8PA05147","","Mark B.","McCracken","McCracken, Mark B.","","D","30,358","40.91%","","","112,509","41.04%","","","","","","2008"
"2925",2926,"Pennsylvania","PA","05","H8PA05097","","Bill","Cahir","Cahir, Bill","","D","25,920","34.93%","","","","","","","","","","2008"
"2926",2927,"Pennsylvania","PA","05","H8PA05121","","Richard P., Jr.","Vilello","Vilello, Richard P., Jr.","","D","17,921","24.15%","","","","","","","","","","2008"
"2928",2929,"Pennsylvania","PA","05","H8PA05196","","James","Fryman","Fryman, James","","LBT","n/a","","","","6,155","2.24%","","","","","","2008"
"2930",2931,"Pennsylvania","PA","06","H2PA06114","(I)","Jim","Gerlach","Gerlach, Jim","","R","39,232","100.00%","","","179,423","52.10%","","","","","","2008"
"2932",2933,"Pennsylvania","PA","06","H8PA06079","","Bob","Roggio","Roggio, Bob","","D","82,540","100.00%","","","164,952","47.90%","","","","","","2008"
"2935",2936,"Pennsylvania","PA","07","H6PA07105","(I)","Joe","Sestak","Sestak, Joe","","D","91,272","100.00%","","","209,955","59.59%","","","","","","2008"
"2937",2938,"Pennsylvania","PA","07","H8PA07085","","W. Craig","Williams","Williams, W. Craig","","R","52,733","100.00%","","","142,362","40.41%","","","","","","2008"
"2940",2941,"Pennsylvania","PA","08","H6PA08194","(I)","Patrick J.","Murphy","Murphy, Patrick J.","","D","100,788","100.00%","","","197,869","56.77%","","","","","","2008"
"2942",2943,"Pennsylvania","PA","08","H8PA08133","","Tom","Manion","Manion, Tom","","R","35,610","100.00%","","","145,103","41.63%","","","","","","2008"
"2944",2945,"Pennsylvania","PA","08","H6PA08160","","Tom","Lingenfelter","Lingenfelter, Tom","","I","n/a","","","","5,543","1.59%","","","","","","2008"
"2946",2947,"Pennsylvania","PA","09","H2PA09035","(I)","Bill","Shuster","Shuster, Bill","","R","57,890","100.00%","","","174,951","63.92%","","","","","","2008"
"2948",2949,"Pennsylvania","PA","09","H6PA09093","","Tony","Barr","Barr, Tony","","D","58,522","100.00%","","","98,735","36.08%","","","","","","2008"
"2951",2952,"Pennsylvania","PA","10","H6PA10109","(I)","Christopher P.","Carney","Carney, Christopher P.","","D","71,988","100.00%","","","160,837","56.33%","","","","","","2008"
"2953",2954,"Pennsylvania","PA","10","H8PA10113","","Chris","Hackett","Hackett, Chris","","R","34,129","52.32%","","","124,681","43.67%","","","","","","2008"
"2954",2955,"Pennsylvania","PA","10","H8PA10147","","Dan","Meuser","Meuser, Dan","","R","31,102","47.68%","","","","","","","","","","2008"
"2957",2958,"Pennsylvania","PA","11","H0PA11050","(I)","Paul E.","Kanjorski","Kanjorski, Paul E.","","D","93,120","100.00%","","","146,379","51.63%","","","","","","2008"
"2959",2960,"Pennsylvania","PA","11","H2PA11098","","Lou","Barletta","Barletta, Lou","","R","27,710","100.00%","","","137,151","48.37%","","","","","","2008"
"2962",2963,"Pennsylvania","PA","12","H6PA12030","(I)","John P.","Murtha","Murtha, John P.","","D","112,082","100.00%","","","155,268","57.85%","","","","","","2008"
"2964",2965,"Pennsylvania","PA","12","H8PA12044","","William","Russell","Russell, William","","W(R)/R","3,165","100.00%","","","113,120","42.15%","","","","","","2008"
"2967",2968,"Pennsylvania","PA","13","H4PA13124","(I)","Allyson","Schwartz","Schwartz, Allyson","","D","98,696","100.00%","","","196,868","62.79%","","","","","","2008"
"2969",2970,"Pennsylvania","PA","13","H8PA13083","","Marina","Kats","Kats, Marina","","R","27,169","100.00%","","","108,271","34.53%","","","","","","2008"
"2971",2972,"Pennsylvania","PA","13","H2PA13102","","John P.","McDermott","McDermott, John P.","","CON","n/a","","","","8,374","2.67%","","","","","","2008"
"2973",2974,"Pennsylvania","PA","14","H4PA18131","(I)","Mike","Doyle","Doyle, Mike","","D","134,298","100.00%","","","242,326","91.26%","","","","","","2008"
"2975",2976,"Pennsylvania","PA","14","H6PA14168","","Titus","North","North, Titus","","GRE","n/a","","","","23,214","8.74%","","","","","","2008"
"2977",2978,"Pennsylvania","PA","15","H4PA15087","(I)","Charles W.","Dent","Dent, Charles W.","","R","27,875","100.00%","","","181,433","58.57%","","","","","","2008"
"2979",2980,"Pennsylvania","PA","15","H8PA15153","","Sam","Bennett","Bennett, Sam","","D","73,734","100.00%","","","128,333","41.43%","","","","","","2008"
"2982",2983,"Pennsylvania","PA","16","H6PA16197","(I)","Joseph R.","Pitts","Pitts, Joseph R.","","R","49,740","100.00%","","","170,329","55.82%","","","","","","2008"
"2984",2985,"Pennsylvania","PA","16","H8PA16045","","Bruce A.","Slater","Slater, Bruce A.","","D","59,246","100.00%","","","120,193","39.39%","","","","","","2008"
"2986",2987,"Pennsylvania","PA","16","H6PA16288","","John A.","Murphy","Murphy, John A.","","I","","","","","11,768","3.86%","","","","","","2008"
"2987",2988,"Pennsylvania","PA","16","H8PA16052","","Daniel","Frank","Frank, Daniel","","CON","n/a","","","","2,877","0.94%","","","","","","2008"
"2989",2990,"Pennsylvania","PA","17","H2PA06080","(I)","Tim","Holden","Holden, Tim","","D","79,551","100.00%","","","192,699","63.68%","","","","","","2008"
"2991",2992,"Pennsylvania","PA","17","H8PA17035","","Toni","Gilhooley","Gilhooley, Toni","","R","49,123","100.00%","","","109,909","36.32%","","","","","","2008"
"2994",2995,"Pennsylvania","PA","18","H2PA18143","(I)","Tim","Murphy","Murphy, Tim","","R","39,780","100.00%","","","213,349","64.07%","","","","","","2008"
"2996",2997,"Pennsylvania","PA","18","H8PA18124","","Steve","O'Donnell","O'Donnell, Steve","","D","52,247","44.96%","","","119,661","35.93%","","","","","","2008"
"2997",2998,"Pennsylvania","PA","18","H8PA18090","","Beth","Hafer","Hafer, Beth","","D","48,224","41.50%","","","","","","","","","","2008"
"2998",2999,"Pennsylvania","PA","18","H8PA18108","","Brien","Wall","Wall, Brien","","D","15,733","13.54%","","","","","","","","","","2008"
"3001",3002,"Pennsylvania","PA","19","H0PA19053","(I)","Todd","Platts","Platts, Todd","","R","57,198","100.00%","","","218,862","66.65%","","","","","","2008"
"3003",3004,"Pennsylvania","PA","19","H6PA19126","","Philip J., Jr.","Avillo","Avillo, Philip J., Jr.","","D","69,068","100.00%","","","109,533","33.35%","","","","","","2008"
"3009",3010,"Puerto Rico","PR","00","H8PR00062","","Pedro","Pierluisi Urrutia","Pierluisi Urrutia, Pedro","","NPP","440,672","59.59%","","","1,010,304","52.95%","","","","","","2008"
"3010",3011,"Puerto Rico","PR","00","H4PR00053","","Charlie","Rodriguez-Colón","Rodriguez-Colón, Charlie","","NPP","248,127","33.56%","","","","","","","","","","2008"
"3011",3012,"Puerto Rico","PR","00","H3PR00014","","Myriam","Ramírez-García","Ramírez-García, Myriam","","NPP","50,590","6.84%","","","","","","","","","","2008"
"3014",3015,"Puerto Rico","PR","00","H8PR00088","","Alfredo","Salazar Conde","Salazar Conde, Alfredo","","PPD","Unopposed","","","","810,111","42.46%","","","","","","2008"
"3015",3016,"Puerto Rico","PR","00","H8PR00104","","Carlos A.","Velazquez Lopez","Velazquez Lopez, Carlos A.","","PPR","","","","","46,126","2.42%","","","","","","2008"
"3016",3017,"Puerto Rico","PR","00","H8PR00096","","Jessica","Martinez Birriel","Martinez Birriel, Jessica","","PRI","","","","","37,865","1.98%","","","","","","2008"
"3020",3021,"Rhode Island","RI","01","H4RI01034","(I)","Patrick J.","Kennedy","Kennedy, Patrick J.","","D","25,493","100.00%","","","145,254","68.52%","","","","","","2008"
"3022",3023,"Rhode Island","RI","01","H6RI01096","","Jonathan P.","Scott","Scott, Jonathan P.","","R","44","100.00%","","","51,340","24.22%","","","","","","2008"
"3024",3025,"Rhode Island","RI","01","H6RI01104","","Kenneth A.","Capalbo","Capalbo, Kenneth A.","","I","","","","","15,108","7.13%","","","","","","2008"
"3030",3031,"Rhode Island","RI","01","","","","Scattered","Scattered","","W","","","","","214","0.10%","","","","","","2008"
"3032",3033,"Rhode Island","RI","02","H0RI02139","(I)","James R.","Langevin","Langevin, James R.","","D","20,018","100.00%","","","158,416","70.02%","","","","","","2008"
"3034",3035,"Rhode Island","RI","02","H8RI02108","","Mark S.","Zaccaria","Zaccaria, Mark S.","","R","1,030","100.00%","","","67,433","29.81%","","","","","","2008"
"3038",3039,"Rhode Island","RI","02","H0RI02097","","Rod","Driver","Driver, Rod","","W","","","","","14","0.01%","","","","","","2008"
"3041",3042,"Rhode Island","RI","02","H6RI02268","","Jennifer","Lawless","Lawless, Jennifer","","W","","","","","5","0.00%","","","","","","2008"
"3042",3043,"Rhode Island","RI","02","","","","Scattered","Scattered","","W","","","","","307","0.14%","","","","","","2008"
"3045",3046,"Rhode Island","RI","S","S6RI00163","(I)","John F.","Reed","Reed, John F.","","D","48,109","86.85%","","","320,644","73.07%","","","","","","2008"
"3046",3047,"Rhode Island","RI","S","S0RI00042","","Christopher F.","Young","Young, Christopher F.","","D","7,286","13.15%","","","","","","","","","","2008"
"3048",3049,"Rhode Island","RI","S","S2RI00063","","Robert G.","Tingle","Tingle, Robert G.","","R","1,068","100.00%","","","116,174","26.47%","","","","","","2008"
"3050",3051,"Rhode Island","RI","S","","","","The Jockey","The Jockey","","W","","","","","809","0.18%","","","","","","2008"
"3051",3052,"Rhode Island","RI","S","S0RI00042","","Christopher","Young","Young, Christopher","","W","","","","","262","0.06%","","","","","","2008"
"3053",3054,"Rhode Island","RI","S","S8RI00102","","Lincoln","Chaffee","Chaffee, Lincoln","","W","","","","","33","0.01%","","","","","","2008"
"3060",3061,"Rhode Island","RI","S","S6RI00239","","Steve","Laffey","Laffey, Steve","","W","","","","","5","0.00%","","","","","","2008"
"3061",3062,"Rhode Island","RI","S","","","","Scattered","Scattered","","W","","","","","761","0.17%","","","","","","2008"
"3063",3064,"South Carolina","SC","01","H0SC01071","(I)","Henry E., Jr.","Brown","Brown, Henry E., Jr.","","R","42,588","70.05%","","","177,540","51.93%","","","","","","2008"
"3064",3065,"South Carolina","SC","01","H8SC01082","","Katherine","Jenerette","Jenerette, Katherine","","R","11,488","18.90%","","","","","","","","","","2008"
"3065",3066,"South Carolina","SC","01","H8SC01074","","Paul V.","Norris","Norris, Paul V.","","R","6,718","11.05%","","","","","","","","","","2008"
"3067",3068,"South Carolina","SC","01","H8SC01066","","Linda","Ketner","Ketner, Linda","","D","9,107","65.15%","","","163,724","47.89%","","","","","","2008"
"3068",3069,"South Carolina","SC","01","H6SC01136","","Ben","Frasier","Frasier, Ben","","D","4,871","34.85%","","","","","","","","","","2008"
"3072",3073,"South Carolina","SC","02","H2SC02059","(I)","Joe","Wilson","Wilson, Joe","","R","44,783","85.12%","","","184,583","53.74%","","","","","","2008"
"3073",3074,"South Carolina","SC","02","H8SC02098","","Phil","Black","Black, Phil","","R","7,831","14.88%","","","","","","","","","","2008"
"3075",3076,"South Carolina","SC","02","H8SC02080","","Rob","Miller","Miller, Rob","","D","16,911","67.29%","","","158,627","46.18%","","","","","","2008"
"3076",3077,"South Carolina","SC","02","H8SC02072","","Blaine","Lotz","Lotz, Blaine","","D","8,219","32.71%","","","","","","","","","","2008"
"3080",3081,"South Carolina","SC","03","H2SC03057","(I)","J. Gresham","Barrett","Barrett, J. Gresham","","R","Unopposed","","","","186,799","64.69%","","","","","","2008"
"3081",3082,"South Carolina","SC","03","H8SC03054","","Jane Ballard","Dyer","Dyer, Jane Ballard","","D","Unopposed","","","","101,724","35.23%","","","","","","2008"
"3084",3085,"South Carolina","SC","04","H2SC04022","(I)","Bob","Inglis","Inglis, Bob","","R","37,571","66.95%","","","184,440","60.09%","","","","","","2008"
"3085",3086,"South Carolina","SC","04","H8SC04169","","Charles","Jeter","Jeter, Charles","","R","18,545","33.05%","","","","","","","","","","2008"
"3087",3088,"South Carolina","SC","04","H8SC04177","","Paul","Corden","Corden, Paul","","D","6,189","41.35%","5,312","68.18%","113,291","36.91%","","","","","","2008"
"3088",3089,"South Carolina","SC","04","H8SC04185","","Ted","Christian","Christian, Ted","","D","4,900","32.74%","2,479","31.82%","","","","","","","","2008"
"3089",3090,"South Carolina","SC","04","H8SC04193","","Bryan","McCanless","McCanless, Bryan","","D","3,879","25.92%","","","","","","","","","","2008"
"3091",3092,"South Carolina","SC","04","H6SC04130","","C. Faye","Walters","Walters, C. Faye","","GRE","n/a","","","","7,332","2.39%","","","","","* The Green Party nominated by convention on May 3, 2008, and the Constitution Party nominated by convention on May 10, 2008.  Convention nominees are noted with an asterisk.","2008"
"3094",3095,"South Carolina","SC","05","H2SC05052","(I)","John","Spratt","Spratt, John","","D","Unopposed","","","","188,785","61.64%","","","","","","2008"
"3095",3096,"South Carolina","SC","05","H4SC05041","","Albert F.","Spencer","Spencer, Albert F.","","R","Unopposed","","","","113,282","36.99%","","","","","","2008"
"3096",3097,"South Carolina","SC","05","H8SC05083","","Frank","Waggoner","Waggoner, Frank","","CON","n/a","","","","4,093","1.34%","","","","","* The Green Party nominated by convention on May 3, 2008, and the Constitution Party nominated by convention on May 10, 2008.  Convention nominees are noted with an asterisk.","2008"
"3099",3100,"South Carolina","SC","06","H2SC02042","(I)","James E. ""Jim""","Clyburn","Clyburn, James E. ""Jim""","","D","Unopposed","","","","193,378","67.48%","","","","","","2008"
"3100",3101,"South Carolina","SC","06","H8SC06099","","Nancy","Harrelson","Harrelson, Nancy","","R","Unopposed","","","","93,059","32.47%","","","","","","2008"
"3104",3105,"South Carolina","SC","S","S0SC00149","(I)","Lindsey","Graham","Graham, Lindsey","","R","187,736","66.84%","","","1,076,534","57.52%","","","","","","2008"
"3105",3106,"South Carolina","SC","S","S8SC00100","","Buddy","Witherspoon","Witherspoon, Buddy","","R","93,125","33.16%","","","","","","","","","","2008"
"3107",3108,"South Carolina","SC","S","S8SC00126","","Bob","Conley","Conley, Bob","","D","74,185","50.36%","","","790,621","42.25%","","","","","","2008"
"3108",3109,"South Carolina","SC","S","S8SC00118","","Michael","Cone","Cone, Michael","","D","73,127","49.64%","","","","","","","","","","2008"
"3112",3113,"South Dakota","SD","00","H2SD00092","(I)","Stephanie Herseth","Sandlin","Sandlin, Stephanie Herseth","","D","Unopposed","","","","256,041","67.56%","","","","","","2008"
"3113",3114,"South Dakota","SD","00","H8SD00016","","Chris","Lien","Lien, Chris","","R","Unopposed","","","","122,966","32.44%","","","","","","2008"
"3116",3117,"South Dakota","SD","S","S6SD00051","(I)","Tim","Johnson","Johnson, Tim","","D","Unopposed","","","","237,889","62.49%","","","","","","2008"
"3117",3118,"South Dakota","SD","S","S8SD00107","","Joel","Dykstra","Dykstra, Joel","","R","34,598","65.74%","","","142,784","37.51%","","","","","","2008"
"3118",3119,"South Dakota","SD","S","S8SD00115","","Sam","Kephart","Kephart, Sam","","R","13,047","24.79%","","","","","","","","","","2008"
"3119",3120,"South Dakota","SD","S","S8SD00123","","Charles Lyonel","Gonyo","Gonyo, Charles Lyonel","","R","4,983","9.47%","","","","","","","","","","2008"
"3122",3123,"Tennessee","TN","01","H6TN01388","","Phil","Roe","Roe, Phil","","R","25,993","50.15%","","","168,343","71.82%","","","","","","2008"
"3123",3124,"Tennessee","TN","01","H6TN01313","(I)","David","Davis","Davis, David","","R","25,511","49.22%","","","","","","","","","","2008"
"3124",3125,"Tennessee","TN","01","H6TN01487","","Mahmood (Michael)","Sabri","Sabri, Mahmood (Michael)","","R","329","0.63%","","","","","","","","","","2008"
"3126",3127,"Tennessee","TN","01","H8TN01053","","Rob ","Russell","Russell, Rob ","","D","4,123","67.69%","","","57,525","24.54%","","","","","","2008"
"3127",3128,"Tennessee","TN","01","H8TN01046","","Michael","Donihe","Donihe, Michael","","D","1,968","32.31%","","","","","","","","","","2008"
"3129",3130,"Tennessee","TN","01","H6TN01321","","Joel","Goodman","Goodman, Joel","","W(LBT)/I","1","100.00%","","","3,988","1.70%","","","","","","2008"
"3131",3132,"Tennessee","TN","01","H6TN01479","","James W.","Reeves","Reeves, James W.","","I","n/a","","","","2,544","1.09%","","","","","","2008"
"3132",3133,"Tennessee","TN","01","H8TN01061","","Thomas (T.K.)","Owens","Owens, Thomas (T.K.)","","I","n/a","","","","1,981","0.85%","","","","","","2008"
"3134",3135,"Tennessee","TN","02","H8TN02069","(I)","John J.","Duncan, Jr.","Duncan, Jr., John J.","","R","50,722","100.00%","","","227,120","78.11%","","","","","","2008"
"3136",3137,"Tennessee","TN","02","H8TN02028","","Bob","Scott","Scott, Bob","","D","10,006","59.66%","","","63,639","21.89%","","","","","","2008"
"3137",3138,"Tennessee","TN","02","H8TN02093","","David Ryan","Hancock","Hancock, David Ryan","","D","6,765","40.34%","","","","","","","","","","2008"
"3140",3141,"Tennessee","TN","03","H2TN03052","(I)","Zach","Wamp","Wamp, Zach","","R","31,782","91.05%","","","184,964","69.37%","","","","","","2008"
"3141",3142,"Tennessee","TN","03","H8TN03174","","Teresa","Sheppard","Sheppard, Teresa","","R","3,125","8.95%","","","","","","","","","","2008"
"3143",3144,"Tennessee","TN","03","H4TN03173","","Doug","Vandagriff","Vandagriff, Doug","","D","13,122","100.00%","","","73,059","27.40%","","","","","","2008"
"3145",3146,"Tennessee","TN","03","H4TN03165","","Jean","Howard-Hill","Howard-Hill, Jean","","I","n/a","","","","4,848","1.82%","","","","","","2008"
"3146",3147,"Tennessee","TN","03","H8TN03182","","Ed","Choate","Choate, Ed","","I","","","","","3,750","1.41%","","","","","","2008"
"3147",3148,"Tennessee","TN","03","H4TN03157","","June","Griffin","Griffin, June","","W","","","","","7","0.00%","","","","","","2008"
"3149",3150,"Tennessee","TN","04","H4TN06051","(I)","Lincoln","Davis","Davis, Lincoln","","D","30,487","90.41%","","","146,776","58.76%","","","","","","2008"
"3150",3151,"Tennessee","TN","04","H6TN04135","","Bert","Mason","Mason, Bert","","D","3,233","9.59%","","","","","","","","","","2008"
"3152",3153,"Tennessee","TN","04","H8TN04040","","Monty J.","Lankford","Lankford, Monty J.","","R","13,363","62.70%","","","94,447","37.81%","","","","","","2008"
"3153",3154,"Tennessee","TN","04","H6TN04176","","Don","Strong","Strong, Don","","R","4,199","19.70%","","","","","","","","","","2008"
"3154",3155,"Tennessee","TN","04","H8TN04057","","Kent ","Greenough","Greenough, Kent ","","R","3,749","17.59%","","","","","","","","","","2008"
"3156",3157,"Tennessee","TN","04","H8TN04065","","James Anthony","Gray","Gray, James Anthony","","I","","","","","4,869","1.95%","","","","","","2008"
"3157",3158,"Tennessee","TN","04","H8TN04073","","Kevin","Ragsdale","Ragsdale, Kevin","","I","n/a","","","","3,713","1.49%","","","","","","2008"
"3159",3160,"Tennessee","TN","05","H2TN05131","(I)","Jim","Cooper","Cooper, Jim","","D","17,985","100.00%","","","181,467","65.84%","","","","","","2008"
"3161",3162,"Tennessee","TN","05","H8TN05245","","Gerard","Donovan","Donovan, Gerard","","R","5,482","71.13%","","","85,471","31.01%","","","","","","2008"
"3162",3163,"Tennessee","TN","05","H8TN05260","","Vijay A.","Kumar","Kumar, Vijay A.","","R","2,225","28.87%","","","","","","","","","","2008"
"3164",3165,"Tennessee","TN","05","H8TN05278","","Jon","Jackson","Jackson, Jon","","I","n/a","","","","5,464","1.98%","","","","","","2008"
"3165",3166,"Tennessee","TN","05","H8TN05252","","John P. ","Miglietta","Miglietta, John P. ","","I","n/a","","","","3,196","1.16%","","","","","","2008"
"3166",3167,"Tennessee","TN","05","H6TN05264","","Thomas F.","Kovach","Kovach, Thomas F.","","W","","","","","4","0.00%","","","","","","2008"
"3168",3169,"Tennessee","TN","06","H4TN04015","(I)","Bart","Gordon","Gordon, Bart","","D","21,752","100.00%","","","194,264","74.42%","","","","","","2008"
"3170",3171,"Tennessee","TN","06","H8TN06060","","Chris","Baker","Baker, Chris","","I","n/a","","","","66,764","25.58%","","","","","","2008"
"3171",3172,"Tennessee","TN","06","H2TN15015","","Steven L.","Edmondson","Edmondson, Steven L.","","W(R)","723","100.00%","","","","","","","","","","2008"
"3174",3175,"Tennessee","TN","07","H2TN06030","(I)","Marsha","Blackburn","Blackburn, Marsha","","R","30,997","61.97%","","","217,332","68.58%","","","","","","2008"
"3175",3176,"Tennessee","TN","07","H8TN07043","","Tom","Leatherwood","Leatherwood, Tom","","R","19,025","38.03%","","","","","","","","","","2008"
"3177",3178,"Tennessee","TN","07","H6TN07096","","Randy G.","Morris","Morris, Randy G.","","D","12,003","77.25%","","","99,549","31.42%","","","","","","2008"
"3178",3179,"Tennessee","TN","07","H8TN07050","","James ","Tomasik","Tomasik, James ","","D","3,535","22.75%","","","","","","","","","","2008"
"3181",3182,"Tennessee","TN","08","H8TN08033","(I)","John","Tanner","Tanner, John","","D","24,844","100.00%","","","180,465","99.97%","","","","","","2008"
"3183",3184,"Tennessee","TN","08","H2TN08077","","James","Hart","Hart, James","","W(R)/W","23","100.00%","","","54","0.03%","","","","","","2008"
"3186",3187,"Tennessee","TN","09","H6TN09068","(I)","Steve","Cohen","Cohen, Steve","","D","50,306","79.36%","","","198,798","87.85%","","","","","","2008"
"3187",3188,"Tennessee","TN","09","H6TN09209","","Nikki","Tinker","Tinker, Nikki","","D","11,817","18.64%","","","","","","","","","","2008"
"3188",3189,"Tennessee","TN","09","H8TN09098","","Joe","Town, Jr.","Town, Jr., Joe","","D","914","1.44%","","","","","","","","","","2008"
"3189",3190,"Tennessee","TN","09","H8TN09080","","James","Gregory","Gregory, James","","D","180","0.28%","","","","","","","","","","2008"
"3190",3191,"Tennessee","TN","09","H8TN09023","","Isaac","Richmond","Richmond, Isaac","","D","172","0.27%","","","","","","","","","","2008"
"3192",3193,"Tennessee","TN","09","H6TN09381","","Jake","Ford","Ford, Jake","","I","","","","","11,003","4.86%","","","","","","2008"
"3193",3194,"Tennessee","TN","09","H8TN09064","","Dewey","Clark","Clark, Dewey","","I","n/a","","","","10,047","4.44%","","","","","","2008"
"3194",3195,"Tennessee","TN","09","H8TN09072","","Mary ""Taylor Shelby""","Wright","Wright, Mary ""Taylor Shelby""","","I","n/a","","","","6,434","2.84%","","","","","","2008"
"3197",3198,"Tennessee","TN","S","S2TN00058","(I)","Lamar","Alexander","Alexander, Lamar","","R","244,222","100.00%","","","1,579,477","65.14%","","","","","","2008"
"3199",3200,"Tennessee","TN","S","S8TN00238","","Robert D.","Tuke","Tuke, Robert D.","","D","59,050","32.21%","","","767,236","31.64%","","","","","","2008"
"3200",3201,"Tennessee","TN","S","S2TN00082","","Gary G.","Davis","Davis, Gary G.","","D","39,119","21.34%","","","","","","","","","","2008"
"3201",3202,"Tennessee","TN","S","S8TN00246","","Wm Mike","Padgett","Padgett, Wm Mike","","D","33,471","18.26%","","","","","","","","","","2008"
"3202",3203,"Tennessee","TN","S","S8TN00279","","Mark E.","Clayton","Clayton, Mark E.","","D","32,309","17.62%","","","","","","","","","","2008"
"3203",3204,"Tennessee","TN","S","S8TN00261","","Kenneth","Eaton","Eaton, Kenneth","","D","14,702","8.02%","","","","","","","","","","2008"
"3204",3205,"Tennessee","TN","S","S8TN00287","","Leonard D.","Ladner","Ladner, Leonard D.","","D","4,697","2.56%","","","","","","","","","","2008"
"3206",3207,"Tennessee","TN","S","S8TN00295","","Edward L.","Buck","Buck, Edward L.","","I","n/a","","","","31,631","1.30%","","","","","","2008"
"3207",3208,"Tennessee","TN","S","S2TN00090","","Christopher G.","Fenner","Fenner, Christopher G.","","I","n/a","","","","11,073","0.46%","","","","","","2008"
"3208",3209,"Tennessee","TN","S","S8TN00253","","Daniel Towers","Lewis","Lewis, Daniel Towers","","I","n/a","","","","9,367","0.39%","","","","","","2008"
"3209",3210,"Tennessee","TN","S","S6TN00315","","Chris ","Lugo","Lugo, Chris ","","I","n/a","","","","9,170","0.38%","","","","","","2008"
"3210",3211,"Tennessee","TN","S","S8TN00303","","Ed ","Lawhorn","Lawhorn, Ed ","","I","n/a","","","","8,986","0.37%","","","","","","2008"
"3211",3212,"Tennessee","TN","S","S6TN00299","","David","Gatchell","Gatchell, David","","I","n/a","","","","7,645","0.32%","","","","","","2008"
"3213",3214,"Texas","TX","01","H4TX04039","(I)","Louie","Gohmert","Gohmert, Louie","","R","49,035","100.00%","","","189,012","87.58%","","","","","","2008"
"3215",3216,"Texas","TX","01","H6TX01196","","Roger L.","Owen","Owen, Roger L.","","I","n/a","","","","26,814","12.42%","","","","","","2008"
"3217",3218,"Texas","TX","02","H4TX02108","(I)","Ted","Poe","Poe, Ted","","R","36,562","100.00%","","","175,101","88.92%","","","","","","2008"
